OrderID,CustomerID,ProductID,OrderDate,Quantity,Discount,PaymentMethod,FirstName,LastName,Gender,Age,City,Province,SignupDate,ProductName,Category,UnitCost,UnitPrice,Revenue,Cost,Profit,ProfitMargin
O00042,C0319,P012,2025-08-24,1,0.1,Card,Sipho,Govender,Male,56,Centurion,Gauteng,2024-08-20,Smartwatch,Electronics,4037.21,6731.61,6058.449,4037.21,2021.2389999999996,33.36231764928614
O00043,C0978,P059,2024-03-01,3,0.1,Card,Noah,Smith,Female,63,Mahikeng,North West,2023-02-04,Yoga Mat,Sports,4481.46,5701.43,15393.861,13444.380000000001,1949.4809999999998,12.664015869702864
O00044,C0256,P059,2026-06-10,2,0.0,Cash on Delivery,Emma,Patel,Male,66,Johannesburg,Gauteng,2023-10-21,Yoga Mat,Sports,4481.46,5701.43,11402.86,8962.92,2439.9400000000005,21.39761428273258
O00045,C0460,P024,2025-01-04,3,0.05,EFT,Aisha,Peters,Female,28,Tzaneen,Limpopo,2024-12-06,Coffee Maker,Home & Kitchen,844.07,1304.29,3717.2264999999998,2532.21,1185.0164999999997,31.879050146661758
O00046,C0029,P001,2026-01-01,3,0.0,PayFast,Aiden,Pillay,Male,39,Welkom,Free State,2023-05-04,Smartphone,Electronics,103.23,135.09,405.27,309.69,95.57999999999998,23.58427714856762
O00047,C0399,P043,2025-03-03,2,0.0,Cash on Delivery,Nandi,Williams,Female,54,Centurion,Gauteng,2025-05-15,Watch,Fashion,1832.74,2986.2,5972.4,3665.48,2306.9199999999996,38.626347866854196
O00048,C0560,P070,2025-09-14,2,0.0,EFT,Leah,Smith,Female,63,Rustenburg,North West,2023-12-13,Business Book,Books,816.51,1045.11,2090.22,1633.02,457.1999999999998,21.8732956339524
O00049,C0949,P043,2025-10-05,2,0.0,PayFast,Zanele,Naidoo,Female,57,Durban,KwaZulu-Natal,2024-03-12,Watch,Fashion,1832.74,2986.2,5972.4,3665.48,2306.9199999999996,38.626347866854196
O00050,C0508,P047,2024-10-07,3,0.0,Card,Aisha,Pillay,Female,54,Centurion,Gauteng,2023-01-09,Hair Dryer,Beauty,3460.96,5671.39,17014.170000000002,10382.880000000001,6631.290000000001,38.97510134199905
O00051,C0822,P006,2026-07-15,1,0.0,EFT,Zanele,Govender,Male,18,Secunda,Mpumalanga,2023-05-03,Headphones,Electronics,2971.89,5204.6,5204.6,2971.89,2232.7100000000005,42.89878184682781
O00052,C0535,P009,2026-03-19,2,0.1,Card,Layla,Govender,Female,40,Emalahleni,Mpumalanga,2024-05-06,Tablet,Electronics,3861.16,5127.41,9229.338,7722.32,1507.018,16.328560076573208
O00053,C0040,P043,2026-06-28,1,0.0,EFT,Zanele,Mokoena,Female,34,Polokwane,Limpopo,2023-06-18,Watch,Fashion,1832.74,2986.2,2986.2,1832.74,1153.4599999999998,38.626347866854196
O00054,C0318,P075,2026-06-02,3,0.1,Cash on Delivery,Liam,Nkosi,Female,61,Paarl,Western Cape,2025-04-15,Cookbook,Books,3606.33,4985.19,13460.013,10818.99,2641.023000000001,19.621251480217744
O00055,C0563,P029,2025-11-14,1,0.15,EFT,Noah,Khumalo,Female,27,Pretoria,Gauteng,2023-04-09,Microwave,Home & Kitchen,2592.48,3630.4,3085.84,2592.48,493.3600000000001,15.98786716096752
O00056,C0948,P055,2026-06-17,1,0.0,Card,Emma,Molefe,Male,24,Pietermaritzburg,KwaZulu-Natal,2023-01-30,Electric Shaver,Beauty,2688.61,4149.98,4149.98,2688.61,1461.3699999999994,35.21390464532358
O00057,C0862,P063,2024-05-26,2,0.15,EFT,Mason,Ndlovu,Male,49,Stellenbosch,Western Cape,2025-02-19,Football,Sports,2089.75,3462.4,5886.08,4179.5,1706.58,28.993489724910297
O00058,C0230,P069,2024-10-21,2,0.05,Card,Themba,Smith,Male,40,Umhlanga,KwaZulu-Natal,2025-03-26,Business Book,Books,3170.77,4211.81,8002.439,6341.54,1660.8990000000003,20.754909846860443
O00059,C0221,P048,2024-03-19,3,0.2,PayFast,Thando,Smith,Female,54,Johannesburg,Gauteng,2025-06-01,Hair Dryer,Beauty,835.95,1064.66,2555.1840000000007,2507.8500000000004,47.33400000000029,1.85246933293259
O00060,C0191,P009,2025-03-18,1,0.15,Card,Layla,Mthembu,Male,25,Polokwane,Limpopo,2023-05-14,Tablet,Electronics,3861.16,5127.41,4358.2985,3861.16,497.1385,11.406710669312806
O00061,C0921,P051,2025-05-20,3,0.0,PayFast,Amara,Smith,Female,26,George,Western Cape,2023-09-23,Makeup Kit,Beauty,2856.25,4186.0,12558.0,8568.75,3989.25,31.766602962255135
O00062,C0852,P014,2025-01-18,1,0.0,Card,Mason,Mthembu,Female,55,Soweto,Gauteng,2023-06-09,Keyboard,Electronics,4216.01,6885.88,6885.88,4216.01,2669.87,38.77311251430463
O00063,C0777,P020,2026-04-22,3,0.05,EFT,Leah,Peters,Female,29,George,Western Cape,2024-01-06,Blender,Home & Kitchen,1530.31,1968.03,5608.8855,4590.93,1017.9555,18.148979864181573
O00064,C0395,P038,2025-04-19,1,0.1,PayFast,James,Smith,Female,70,Bloemfontein,Free State,2023-09-04,T-Shirt,Fashion,3544.95,5580.03,5022.027,3544.95,1477.0770000000002,29.411968513908832
O00065,C0497,P061,2025-01-29,1,0.05,EFT,Lucas,Dlamini,Male,63,Mthatha,Eastern Cape,2025-01-28,Dumbbell Set,Sports,240.52,317.71,301.82449999999994,240.52,61.30449999999993,20.31130673619933
O00066,C0464,P038,2025-10-02,1,0.0,PayFast,Themba,Peters,Male,62,Mahikeng,North West,2023-03-02,T-Shirt,Fashion,3544.95,5580.03,5580.03,3544.95,2035.08,36.47077166251794
O00067,C0252,P067,2024-08-10,2,0.05,Card,Mia,Molefe,Male,45,Pretoria,Gauteng,2023-10-07,Sports Bag,Sports,2959.55,4536.2,8618.779999999999,5919.1,2699.6799999999985,31.32322672118326
O00068,C0497,P042,2026-04-06,2,0.1,EFT,Lucas,Dlamini,Male,63,Mthatha,Eastern Cape,2025-01-28,Backpack,Fashion,1647.19,2732.86,4919.148,3294.38,1624.768,33.02945957308054
O00069,C0030,P071,2024-05-05,1,0.0,Card,Aiden,Mokoena,Male,63,Pretoria,Gauteng,2024-08-25,Fiction Novel,Books,1417.65,2447.17,2447.17,1417.65,1029.52,42.06981942406943
O00070,C0125,P040,2026-07-24,1,0.0,EFT,James,Williams,Male,34,Rustenburg,North West,2025-02-20,Dress,Fashion,3690.0,5679.79,5679.79,3690.0,1989.79,35.03280931161187
O00071,C0893,P037,2026-03-17,3,0.0,Card,Aiden,Mokoena,Female,66,Pietermaritzburg,KwaZulu-Natal,2023-07-17,T-Shirt,Fashion,3806.02,6540.88,19622.64,11418.06,8204.58,41.81180513936963
O00072,C0752,P059,2024-10-25,4,0.1,Card,Leah,Mokoena,Female,43,Soweto,Gauteng,2023-03-23,Yoga Mat,Sports,4481.46,5701.43,20525.148,17925.84,2599.308000000001,12.664015869702869
O00073,C0428,P069,2024-01-11,1,0.25,PayFast,Mia,Smith,Female,55,Richards Bay,KwaZulu-Natal,2023-03-17,Business Book,Books,3170.77,4211.81,3158.8575,3170.77,-11.912499999999909,-0.3771141939767751
O00074,C0508,P020,2026-04-14,1,0.0,PayFast,Aisha,Pillay,Female,54,Centurion,Gauteng,2023-01-09,Blender,Home & Kitchen,1530.31,1968.03,1968.03,1530.31,437.72,22.241530870972497
O00075,C0374,P074,2026-02-01,1,0.0,Card,Mia,Molefe,Male,53,Pietermaritzburg,KwaZulu-Natal,2025-04-05,Data Science Book,Books,523.17,810.02,810.02,523.17,286.85,35.412705859114595
O00076,C0736,P072,2026-02-17,2,0.1,PayFast,Mason,Smith,Male,29,Centurion,Gauteng,2025-04-26,Fiction Novel,Books,2080.02,2813.05,5063.490000000001,4160.04,903.4500000000007,17.842436738297117
O00077,C0785,P019,2026-03-17,1,0.05,Card,Themba,Ndlovu,Male,46,Gqeberha,Eastern Cape,2023-08-09,Blender,Home & Kitchen,3508.12,5190.89,4931.3455,3508.12,1423.2255000000005,28.86079468575058
O00078,C0764,P039,2024-05-04,1,0.0,PayFast,Themba,Dlamini,Female,58,Thohoyandou,Limpopo,2023-04-30,Dress,Fashion,64.72,117.95,117.95,64.72,53.230000000000004,45.12929207291225
O00079,C0716,P019,2025-04-20,4,0.2,Card,Mia,Jacobs,Male,43,Welkom,Free State,2023-05-18,Blender,Home & Kitchen,3508.12,5190.89,16610.848,14032.48,2578.368000000002,15.522193689328818
O00080,C0197,P070,2024-07-06,5,0.0,Cash on Delivery,Ethan,Ndlovu,Female,22,Upington,Northern Cape,2024-03-12,Business Book,Books,816.51,1045.11,5225.549999999999,4082.55,1142.999999999999,21.87329563395239
O00081,C0338,P061,2026-05-14,3,0.25,Cash on Delivery,Emma,Naidoo,Female,20,Upington,Northern Cape,2025-03-17,Dumbbell Set,Sports,240.52,317.71,714.8474999999999,721.5600000000001,-6.712500000000205,-0.9390114674808551
O00082,C0465,P074,2025-12-04,2,0.1,Cash on Delivery,Thando,Peters,Male,66,Polokwane,Limpopo,2023-05-30,Data Science Book,Books,523.17,810.02,1458.036,1046.34,411.69600000000014,28.236339843460662
O00083,C0333,P057,2025-03-23,1,0.0,EFT,Aiden,Mokoena,Male,44,Pretoria,Gauteng,2024-10-15,Running Shoes,Sports,1419.4,2228.97,2228.97,1419.4,809.5699999999997,36.3203632170913
O00084,C0755,P006,2024-04-18,1,0.05,Card,Aiden,Smith,Male,61,Secunda,Mpumalanga,2024-06-12,Headphones,Electronics,2971.89,5204.6,4944.37,2971.89,1972.48,39.89345457560822
O00085,C0332,P052,2025-03-03,2,0.0,Card,Ethan,Smith,Male,33,George,Western Cape,2023-05-21,Makeup Kit,Beauty,427.64,696.91,1393.82,855.28,538.54,38.63770070740842
O00086,C0131,P042,2025-03-17,1,0.1,EFT,Sofia,Molefe,Female,46,Secunda,Mpumalanga,2025-02-05,Backpack,Fashion,1647.19,2732.86,2459.574,1647.19,812.384,33.02945957308054
O00087,C0400,P029,2026-02-17,3,0.1,Card,Noah,Pillay,Male,62,Kimberley,Northern Cape,2024-06-24,Microwave,Home & Kitchen,2592.48,3630.4,9802.080000000002,7777.4400000000005,2024.6400000000012,20.655207874247107
O00088,C0982,P011,2025-12-14,2,0.05,EFT,Amara,Molefe,Female,54,Emalahleni,Mpumalanga,2024-04-09,Smartwatch,Electronics,2569.01,4702.06,8933.914,5138.02,3795.8940000000002,42.488588987984436
O00089,C0226,P012,2026-05-28,5,0.05,EFT,Mason,Pillay,Male,27,George,Western Cape,2023-12-26,Smartwatch,Electronics,4037.21,6731.61,31975.147499999995,20186.05,11789.097499999996,36.8695640887974
O00090,C0598,P078,2025-08-04,2,0.2,PayFast,Leah,Smith,Female,37,Soweto,Gauteng,2024-07-28,Self Help Book,Books,3068.87,4433.11,7092.976,6137.74,955.2359999999999,13.467351362813012
O00091,C0435,P047,2024-07-11,1,0.1,Card,Aisha,Mthembu,Female,47,Tzaneen,Limpopo,2023-05-26,Hair Dryer,Beauty,3460.96,5671.39,5104.251,3460.96,1643.2910000000002,32.194557046665615
O00092,C0067,P050,2026-02-06,1,0.0,Card,Thando,Khumalo,Male,42,George,Western Cape,2025-01-16,Perfume,Beauty,3146.68,5625.87,5625.87,3146.68,2479.19,44.067673088784495
O00093,C0484,P058,2026-03-10,3,0.0,Cash on Delivery,James,Dlamini,Male,26,Paarl,Western Cape,2025-05-30,Running Shoes,Sports,3762.41,5717.3,17151.9,11287.23,5864.670000000002,34.19253843597503
O00094,C0697,P057,2025-10-17,2,0.05,Card,Oliver,Nkosi,Male,36,Mbombela,Mpumalanga,2024-12-18,Running Shoes,Sports,1419.4,2228.97,4235.043,2838.8,1396.2429999999995,32.968803386411885
O00095,C0504,P021,2026-03-17,3,0.25,Card,Noah,Jacobs,Female,32,Rustenburg,North West,2025-05-28,Toaster,Home & Kitchen,4302.45,6061.29,13637.9025,12907.349999999999,730.5525000000016,5.356780487322017
O00096,C0875,P054,2025-08-23,1,0.05,Card,Ethan,Mokoena,Female,59,Tzaneen,Limpopo,2024-01-04,Shampoo,Beauty,909.26,1529.23,1452.7685,909.26,543.5084999999999,37.41191387340791
O00097,C0287,P027,2025-09-16,1,0.25,EFT,Lucas,Govender,Female,50,Mthatha,Eastern Cape,2024-10-15,Cookware Set,Home & Kitchen,4111.11,6903.54,5177.655,4111.11,1066.545,20.598997036303114
O00098,C0087,P043,2025-06-25,1,0.25,Cash on Delivery,Mia,Khumalo,Male,31,Umhlanga,KwaZulu-Natal,2024-07-09,Watch,Fashion,1832.74,2986.2,2239.6499999999996,1832.74,406.9099999999996,18.168463822472248
O00099,C0936,P012,2024-02-15,1,0.1,Card,Ethan,Nkosi,Male,67,Soweto,Gauteng,2023-06-29,Smartwatch,Electronics,4037.21,6731.61,6058.449,4037.21,2021.2389999999996,33.36231764928614
O00100,C0384,P023,2024-06-24,2,0.1,Cash on Delivery,Aiden,Patel,Male,19,Durban,KwaZulu-Natal,2024-07-30,Coffee Maker,Home & Kitchen,4182.21,6759.21,12166.578,8364.42,3802.1579999999994,31.25084144448833
O00101,C0563,P018,2024-02-25,1,0.15,Card,Noah,Khumalo,Female,27,Pretoria,Gauteng,2023-04-09,Air Fryer,Home & Kitchen,770.75,997.66,848.011,770.75,77.26099999999997,9.11084879795191
O00102,C0794,P063,2025-12-13,1,0.15,PayFast,Oliver,Pillay,Male,43,Mthatha,Eastern Cape,2023-09-15,Football,Sports,2089.75,3462.4,2943.04,2089.75,853.29,28.993489724910297
O00103,C0328,P039,2025-03-06,2,0.1,Card,Emma,Nkosi,Female,40,Pretoria,Gauteng,2024-12-07,Dress,Fashion,64.72,117.95,212.31,129.44,82.87,39.03254674768028
O00104,C0711,P001,2025-09-04,1,0.0,EFT,Ethan,Naidoo,Male,35,Emalahleni,Mpumalanga,2024-07-18,Smartphone,Electronics,103.23,135.09,135.09,103.23,31.86,23.58427714856762
O00105,C0129,P061,2026-06-09,1,0.1,Card,James,Khumalo,Male,52,Secunda,Mpumalanga,2024-08-26,Dumbbell Set,Sports,240.52,317.71,285.93899999999996,240.52,45.418999999999954,15.884157110432632
O00106,C0291,P023,2024-12-24,2,0.1,Card,Oliver,Ndlovu,Female,61,Stellenbosch,Western Cape,2023-11-21,Coffee Maker,Home & Kitchen,4182.21,6759.21,12166.578,8364.42,3802.1579999999994,31.25084144448833
O00107,C0135,P016,2025-06-09,3,0.05,PayFast,Mia,Molefe,Female,29,Emalahleni,Mpumalanga,2024-06-15,Mouse,Electronics,1950.08,3494.61,9959.6385,5850.24,4109.398499999999,41.26051864231819
O00108,C0813,P077,2026-03-06,2,0.05,EFT,Sipho,Govender,Female,41,George,Western Cape,2024-03-06,Self Help Book,Books,3661.27,6734.23,12795.036999999998,7322.54,5472.4969999999985,42.770466392555164
O00109,C0224,P034,2024-11-30,2,0.05,EFT,Oliver,Khumalo,Female,65,Centurion,Gauteng,2024-06-20,Jacket,Fashion,4075.55,6499.62,12349.277999999998,8151.1,4198.177999999998,33.99533154893751
O00110,C0711,P016,2024-05-09,1,0.1,Card,Ethan,Naidoo,Male,35,Emalahleni,Mpumalanga,2024-07-18,Mouse,Electronics,1950.08,3494.61,3145.1490000000003,1950.08,1195.0690000000004,37.99721412244699
O00111,C0944,P034,2025-02-08,1,0.0,Card,Ethan,Mthembu,Male,28,Richards Bay,KwaZulu-Natal,2024-11-18,Jacket,Fashion,4075.55,6499.62,6499.62,4075.55,2424.0699999999997,37.295564971490634
O00112,C0517,P018,2024-09-06,1,0.0,Card,Sipho,Mthembu,Female,69,Gqeberha,Eastern Cape,2023-08-31,Air Fryer,Home & Kitchen,770.75,997.66,997.66,770.75,226.90999999999997,22.744221478259124
O00113,C0529,P046,2026-06-22,1,0.0,EFT,Noah,Ndlovu,Male,28,Welkom,Free State,2023-05-06,Skincare Set,Beauty,408.03,622.57,622.57,408.03,214.54000000000008,34.46038196508024
O00114,C0462,P010,2026-04-09,2,0.1,Card,Layla,Naidoo,Female,63,Umhlanga,KwaZulu-Natal,2024-09-03,Tablet,Electronics,2970.96,5317.84,9572.112000000001,5941.92,3630.192000000001,37.92467116974812
O00115,C0329,P013,2025-12-11,2,0.0,Card,Ethan,Smith,Female,43,George,Western Cape,2023-10-22,Keyboard,Electronics,1177.34,1801.53,3603.06,2354.68,1248.38,34.64777161634833
O00116,C0475,P041,2026-05-19,3,0.1,Card,Aisha,Mthembu,Male,41,Welkom,Free State,2023-04-06,Backpack,Fashion,2574.24,4662.01,12587.427000000001,7722.719999999999,4864.707000000002,38.64735024878398
O00117,C0590,P047,2026-04-07,1,0.05,PayFast,Ethan,Williams,Male,33,Richards Bay,KwaZulu-Natal,2024-10-12,Hair Dryer,Beauty,3460.96,5671.39,5387.8205,3460.96,1926.8604999999998,35.763264570525315
O00118,C0988,P002,2024-10-09,1,0.0,Cash on Delivery,Ethan,Smith,Male,55,Polokwane,Limpopo,2025-01-29,Smartphone,Electronics,512.39,777.59,777.59,512.39,265.20000000000005,34.10537686955851
O00119,C0938,P053,2026-05-31,1,0.2,Card,Amara,Mthembu,Female,27,Soweto,Gauteng,2024-05-10,Shampoo,Beauty,3322.19,4431.69,3545.352,3322.19,223.1619999999998,6.294494876672325
O00120,C0863,P020,2025-09-29,2,0.15,Cash on Delivery,Leah,Patel,Male,33,Pietermaritzburg,KwaZulu-Natal,2024-07-28,Blender,Home & Kitchen,1530.31,1968.03,3345.651,3060.62,285.03099999999995,8.519448083497053
O00121,C0893,P072,2026-04-09,2,0.15,EFT,Aiden,Mokoena,Female,66,Pietermaritzburg,KwaZulu-Natal,2023-07-17,Fiction Novel,Books,2080.02,2813.05,4782.185,4160.04,622.1450000000004,13.009638899373414
O00122,C0465,P069,2026-06-02,2,0.1,PayFast,Thando,Peters,Male,66,Polokwane,Limpopo,2023-05-30,Business Book,Books,3170.77,4211.81,7581.258000000001,6341.54,1239.7180000000008,16.352404838352694
O00123,C0636,P054,2025-03-10,2,0.0,PayFast,Noah,Mokoena,Male,60,Mbombela,Mpumalanga,2025-05-21,Shampoo,Beauty,909.26,1529.23,3058.46,1818.52,1239.94,40.541318179737516
O00124,C0900,P003,2024-06-27,2,0.0,Card,Lucas,Khumalo,Female,57,Emalahleni,Mpumalanga,2024-04-17,Laptop,Electronics,1026.4,1457.47,2914.94,2052.8,862.1399999999999,29.57659505856038
O00125,C0396,P057,2024-11-29,3,0.05,Cash on Delivery,Aisha,Khumalo,Female,54,Richards Bay,KwaZulu-Natal,2023-03-22,Running Shoes,Sports,1419.4,2228.97,6352.5644999999995,4258.200000000001,2094.3644999999988,32.968803386411885
